== WUMPUS WORLD AGENT RESULT ==

Final score: 956
Gold collected: Yes
Total steps: 105

Action log:
Step  1: Pos (1, 0) - Action: MOVE            | Point: -1
Step  2: Pos (1, 0) - Action: TURN_LEFT       | Point: -1
Step  3: Pos (1, 0) - Action: TURN_LEFT       | Point: -1
Step  4: Pos (0, 0) - Action: MOVE            | Point: -2
Step  5: Pos (0, 0) - Action: TURN_RIGHT      | Point: -2
Step  6: Pos (0, 1) - Action: MOVE            | Point: -3
Step  7: Pos (0, 1) - Action: TURN_RIGHT      | Point: -3
Step  8: Pos (1, 1) - Action: MOVE            | Point: -4
Step  9: Pos (2, 1) - Action: MOVE            | Point: -5
Step 10: Pos (2, 1) - Action: TURN_LEFT       | Point: -5
Step 11: Pos (2, 1) - Action: TURN_LEFT       | Point: -5
Step 12: Pos (1, 1) - Action: MOVE            | Point: -6
Step 13: Pos (1, 1) - Action: TURN_RIGHT      | Point: -6
Step 14: Pos (1, 2) - Action: MOVE            | Point: -7
Step 15: Pos (1, 2) - Action: TURN_RIGHT      | Point: -7
Step 16: Pos (2, 2) - Action: MOVE            | Point: -8
Step 17: Pos (3, 2) - Action: MOVE            | Point: -9
Step 18: Pos (3, 2) - Action: TURN_LEFT       | Point: -9
Step 19: Pos (3, 2) - Action: TURN_LEFT       | Point: -9
Step 20: Pos (2, 2) - Action: MOVE            | Point: -10
Step 21: Pos (2, 2) - Action: TURN_RIGHT      | Point: -10
Step 22: Pos (2, 3) - Action: MOVE            | Point: -11
Step 23: Pos (2, 3) - Action: TURN_RIGHT      | Point: -11
Step 24: Pos (3, 3) - Action: MOVE            | Point: -12
Step 25: Pos (4, 3) - Action: MOVE            | Point: -13
Step 26: Pos (4, 3) - Action: TURN_LEFT       | Point: -13
Step 27: Pos (4, 3) - Action: TURN_LEFT       | Point: -13
Step 28: Pos (3, 3) - Action: MOVE            | Point: -14
Step 29: Pos (3, 3) - Action: TURN_RIGHT      | Point: -14
Step 30: Pos (3, 4) - Action: MOVE            | Point: -15
Step 31: Pos (3, 4) - Action: TURN_LEFT       | Point: -15
Step 32: Pos (2, 4) - Action: MOVE            | Point: -16
Step 33: Pos (2, 4) - Action: TURN_RIGHT      | Point: -16
Step 34: Pos (2, 5) - Action: MOVE            | Point: -17
Step 35: Pos (2, 5) - Action: TURN_RIGHT      | Point: -17
Step 36: Pos (3, 5) - Action: MOVE            | Point: -18
Step 37: Pos (4, 5) - Action: MOVE            | Point: -19
Step 38: Pos (4, 5) - Action: TURN_LEFT       | Point: -19
Step 39: Pos (4, 5) - Action: TURN_LEFT       | Point: -19
Step 40: Pos (3, 5) - Action: MOVE            | Point: -20
Step 41: Pos (3, 5) - Action: TURN_RIGHT      | Point: -20
Step 42: Pos (3, 6) - Action: MOVE            | Point: -21
Step 43: Pos (3, 6) - Action: TURN_RIGHT      | Point: -21
Step 44: Pos (4, 6) - Action: MOVE            | Point: -22
Step 45: Pos (4, 6) - Action: TURN_LEFT       | Point: -22
Step 46: Pos (4, 6) - Action: TURN_LEFT       | Point: -22
Step 47: Pos (3, 6) - Action: MOVE            | Point: -23
Step 48: Pos (2, 6) - Action: MOVE            | Point: -24
Step 49: Pos (1, 6) - Action: MOVE            | Point: -25
Step 50: Pos (1, 6) - Action: TURN_LEFT       | Point: -25
Step 51: Pos (1, 5) - Action: MOVE            | Point: -26
Step 52: Pos (1, 4) - Action: MOVE            | Point: -27
